,gbifID,identifier,species,genus,family,class,phylum,file_name
861,1249268952,http://www.tierstimmenarchiv.de/recordings/Erithacus_rubecula_Bru_DAT0026_17_short.mp3,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/1249268952.mp3
12002,779853780,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0150_07_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853780.mp3
10838,779856122,http://www.tierstimmenarchiv.de/recordings/Fringilla_montifringilla_DIG0002_01_short.mp3,Fringilla montifringilla,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_montifringilla/779856122.mp3
9397,779859969,http://www.tierstimmenarchiv.de/recordings/Motacilla_citreola_V2187_07_short.mp3,Motacilla citreola,Motacilla,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Motacilla/Motacilla_citreola/779859969.mp3
15898,779844726,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_scirpaceus_V1999_13_short.mp3,Acrocephalus scirpaceus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_scirpaceus/779844726.mp3
7378,779864669,http://www.tierstimmenarchiv.de/recordings/Porzana_pusilla_DIG0116_01_short.mp3,Porzana pusilla,Porzana,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Porzana/Porzana_pusilla/779864669.mp3
9742,779858994,http://www.tierstimmenarchiv.de/recordings/Luscinia_megarhynchos_CoMC0004_05_short.mp3,Luscinia megarhynchos,Luscinia,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Luscinia/Luscinia_megarhynchos/779858994.mp3
13546,779849756,http://www.tierstimmenarchiv.de/recordings/Cervus_nippon_S0346_01_short.mp3,Cervus nippon,Cervus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Cervus/Cervus_nippon/779849756.mp3
10996,779855666,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_V1519_09_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855666.mp3
9917,779858658,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_DIG0143_33_short.mp3,Locustella naevia,Locustella,Locustellidae,Aves,Chordata,Chordata/Aves/Locustellidae/Locustella/Locustella_naevia/779858658.mp3
10450,779857026,http://www.tierstimmenarchiv.de/recordings/Grus_leucogeranus_V2019_10_short.mp3,Grus leucogeranus,Grus,Gruidae,Aves,Chordata,Chordata/Aves/Gruidae/Grus/Grus_leucogeranus/779857026.mp3
2397,1228009807,http://www.tierstimmenarchiv.de/recordings/Cacatua_haematuropygia_Lue0056_01_short.mp3,Cacatua haematuropygia,Cacatua,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Cacatua/Cacatua_haematuropygia/1228009807.mp3
12218,779853542,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V1816_16_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/779853542.mp3
7202,779865165,http://www.tierstimmenarchiv.de/recordings/Pygoscelis_papua_DIG0157_17_short.mp3,Pygoscelis papua,Pygoscelis,Spheniscidae,Aves,Chordata,Chordata/Aves/Spheniscidae/Pygoscelis/Pygoscelis_papua/779865165.mp3
132,1451081490,http://www.tierstimmenarchiv.de/recordings/Cuculus_canorus_Bru_DAT0100_48_short.mp3,Cuculus canorus,Cuculus,Cuculidae,Aves,Chordata,Chordata/Aves/Cuculidae/Cuculus/Cuculus_canorus/1451081490.mp3
10811,779856170,http://www.tierstimmenarchiv.de/recordings/Fringilla_montifringilla_V2001_01_short.mp3,Fringilla montifringilla,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_montifringilla/779856170.mp3
7859,779863870,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_Co0144_07_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863870.mp3
2677,1143515414,http://www.tierstimmenarchiv.de/recordings/Prunella_modularis_Kr0067_05_short.mp3,Prunella modularis,Prunella,Prunellidae,Aves,Chordata,Chordata/Aves/Prunellidae/Prunella/Prunella_modularis/1143515414.mp3
9972,779858595,http://www.tierstimmenarchiv.de/recordings/Locustella_fluviatilis_CoMC0024_01_short.mp3,Locustella fluviatilis,Locustella,Locustellidae,Aves,Chordata,Chordata/Aves/Locustellidae/Locustella/Locustella_fluviatilis/779858595.mp3
13139,779851039,http://www.tierstimmenarchiv.de/recordings/Coccothraustes_coccothraustes_PF00875_short.mp3,Coccothraustes coccothraustes,Coccothraustes,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Coccothraustes/Coccothraustes_coccothraustes/779851039.mp3
2265,1228010342,http://www.tierstimmenarchiv.de/recordings/Trichoglossus_flavoviridis_Lue0056_01_short.mp3,Trichoglossus flavoviridis,Trichoglossus,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Trichoglossus/Trichoglossus_flavoviridis/1228010342.mp3
824,1249268989,http://www.tierstimmenarchiv.de/recordings/Ficedula_parva_Lue0098_02_short.mp3,Ficedula parva,Ficedula,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Ficedula/Ficedula_parva/1249268989.mp3
9136,779860536,http://www.tierstimmenarchiv.de/recordings/Oena_capensis_V2112_09_short.mp3,Oena capensis,Oena,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Oena/Oena_capensis/779860536.mp3
5483,893457281,http://www.tierstimmenarchiv.de/recordings/Certhia_brachydactyla_Thi_Certhia_60_0002_03_short.mp3,Certhia brachydactyla,Certhia,Certhiidae,Aves,Chordata,Chordata/Aves/Certhiidae/Certhia/Certhia_brachydactyla/893457281.mp3
13244,779850866,http://www.tierstimmenarchiv.de/recordings/Larus_ridibundus_V1304_06_short.mp3,Chroicocephalus ridibundus,Chroicocephalus,Laridae,Aves,Chordata,Chordata/Aves/Laridae/Chroicocephalus/Chroicocephalus_ridibundus/779850866.mp3
4648,991952360,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_Tre_N0021_01_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/991952360.mp3
10331,779857320,http://www.tierstimmenarchiv.de/recordings/Helarctos_malayanus_S1358_01_short.mp3,Helarctos malayanus,Helarctos,Ursidae,Mammalia,Chordata,Chordata/Mammalia/Ursidae/Helarctos/Helarctos_malayanus/779857320.mp3
6674,779866939,http://www.tierstimmenarchiv.de/recordings/Sylvia_atricapilla_Co0053_04_short.mp3,Sylvia atricapilla,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_atricapilla/779866939.mp3
9504,779859543,http://www.tierstimmenarchiv.de/recordings/Melopsittacus_undulatus_V1372_01_Gesamt_short.mp3,Melopsittacus undulatus,Melopsittacus,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Melopsittacus/Melopsittacus_undulatus/779859543.mp3
7798,779863996,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_V2101_16_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863996.mp3
9482,779859627,http://www.tierstimmenarchiv.de/recordings/Merops_apiaster_Co0098_04_short.mp3,Merops apiaster,Merops,Meropidae,Aves,Chordata,Chordata/Aves/Meropidae/Merops/Merops_apiaster/779859627.mp3
12995,779851497,http://www.tierstimmenarchiv.de/recordings/Coracopsis_vasa_V2130_06_short.mp3,Coracopsis vasa,Coracopsis,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Coracopsis/Coracopsis_vasa/779851497.mp3
7695,779864128,http://www.tierstimmenarchiv.de/recordings/Pipistrellus_pipistrellus_DIG0141_10_short.mp3,Pipistrellus pipistrellus,Pipistrellus,Vespertilionidae,Mammalia,Chordata,Chordata/Mammalia/Vespertilionidae/Pipistrellus/Pipistrellus_pipistrellus/779864128.mp3
7754,779864053,http://www.tierstimmenarchiv.de/recordings/Picus_canus_CoMC0002_02_short.mp3,Picus canus,Picus,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Picus/Picus_canus/779864053.mp3
1683,1229953673,http://www.tierstimmenarchiv.de/recordings/Lagopus_muta_Lue0068_04_short.mp3,Lagopus muta,Lagopus,Phasianidae,Aves,Chordata,Chordata/Aves/Phasianidae/Lagopus/Lagopus_muta/1229953673.mp3
2082,1229950768,http://www.tierstimmenarchiv.de/recordings/Andigena_cucullata_Lue0073_01_short.mp3,Andigena cucullata,Andigena,Ramphastidae,Aves,Chordata,Chordata/Aves/Ramphastidae/Andigena/Andigena_cucullata/1229950768.mp3
3312,1132399480,http://www.tierstimmenarchiv.de/recordings/Erithacus_rubecula_DIG0191_18_short.mp3,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/1132399480.mp3
13037,779851234,http://www.tierstimmenarchiv.de/recordings/Columba_palumbus_V2093_11_short.mp3,Columba palumbus,Columba,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Columba/Columba_palumbus/779851234.mp3
15383,779845712,http://www.tierstimmenarchiv.de/recordings/Anser_anser_M0002_06_short.mp3,Anser anser,Anser,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anser/Anser_anser/779845712.mp3
2245,1229650152,http://www.tierstimmenarchiv.de/recordings/Bubo_scandiacus_Lue0057_07_short.mp3,Bubo scandiacus,Bubo,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Bubo/Bubo_scandiacus/1229650152.mp3
3511,1062497163,http://www.tierstimmenarchiv.de/recordings/Eptesicus_nilssonii_Ski0014_45_short.mp3,Eptesicus nilssonii,Eptesicus,Vespertilionidae,Mammalia,Chordata,Chordata/Mammalia/Vespertilionidae/Eptesicus/Eptesicus_nilssonii/1062497163.mp3
2970,1143514610,http://www.tierstimmenarchiv.de/recordings/Charadrius_alexandrinus_Lue0048_01_short.mp3,Charadrius alexandrinus,Charadrius,Charadriidae,Aves,Chordata,Chordata/Aves/Charadriidae/Charadrius/Charadrius_alexandrinus/1143514610.mp3
7559,779864414,http://www.tierstimmenarchiv.de/recordings/Parus_palustris_Co0050_12_short.mp3,Poecile palustris,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_palustris/779864414.mp3
9384,779859996,http://www.tierstimmenarchiv.de/recordings/Mungos_mungo_V2125_17_short.mp3,Mungos mungo,Mungos,Herpestidae,Mammalia,Chordata,Chordata/Mammalia/Herpestidae/Mungos/Mungos_mungo/779859996.mp3
14753,779846728,http://www.tierstimmenarchiv.de/recordings/Asio_otus_PF00501_short.mp3,Asio otus,Asio,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Asio/Asio_otus/779846728.mp3
8803,779861660,http://www.tierstimmenarchiv.de/recordings/Panthera_tigris_S1186_04_short.mp3,Panthera tigris,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_tigris/779861660.mp3
10884,779856076,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_V2115_05_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779856076.mp3
11990,779853792,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0155_07_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853792.mp3
9898,779858677,http://www.tierstimmenarchiv.de/recordings/Locustella_naevia_V1818_01_short.mp3,Locustella naevia,Locustella,Locustellidae,Aves,Chordata,Chordata/Aves/Locustellidae/Locustella/Locustella_naevia/779858677.mp3
15350,779845941,http://www.tierstimmenarchiv.de/recordings/Anthracoceros_coronatus_V2037_12_Spur2_short.mp3,Anthracoceros coronatus,Anthracoceros,Bucerotidae,Aves,Chordata,Chordata/Aves/Bucerotidae/Anthracoceros/Anthracoceros_coronatus/779845941.mp3
14712,779846778,http://www.tierstimmenarchiv.de/recordings/Asio_otus_Kr0032_12_short.mp3,Asio otus,Asio,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Asio/Asio_otus/779846778.mp3
15512,779845328,http://www.tierstimmenarchiv.de/recordings/Anas_platyrhynchos_M0002_07_short.mp3,Anas platyrhynchos,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_platyrhynchos/779845328.mp3
1415,1229954315,http://www.tierstimmenarchiv.de/recordings/Ramphastos_vitellinus_Lue0073_03_short.mp3,Ramphastos vitellinus,Ramphastos,Ramphastidae,Aves,Chordata,Chordata/Aves/Ramphastidae/Ramphastos/Ramphastos_vitellinus/1229954315.mp3
7552,779864421,http://www.tierstimmenarchiv.de/recordings/Parus_palustris_DIG0056_01_short.mp3,Poecile palustris,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_palustris/779864421.mp3
1026,1230246873,http://www.tierstimmenarchiv.de/recordings/Uraeginthus_bengalus_Lue0082_03_short.mp3,Uraeginthus bengalus,Uraeginthus,Estrildidae,Aves,Chordata,Chordata/Aves/Estrildidae/Uraeginthus/Uraeginthus_bengalus/1230246873.mp3
7578,779864354,http://www.tierstimmenarchiv.de/recordings/Podiceps_grisegena_DIG0118_15_short.mp3,Podiceps grisegena,Podiceps,Podicipedidae,Aves,Chordata,Chordata/Aves/Podicipedidae/Podiceps/Podiceps_grisegena/779864354.mp3
3466,1062919823,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_collybita_Ski0072_21_short.mp3,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/1062919823.mp3
2924,1143514712,http://www.tierstimmenarchiv.de/recordings/Diopsittaca_nobilis_Lue0054_02_short.mp3,Diopsittaca nobilis,Diopsittaca,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Diopsittaca/Diopsittaca_nobilis/1143514712.mp3
8686,779862186,http://www.tierstimmenarchiv.de/recordings/Parus_major_DIG0056_22_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/779862186.mp3
4650,991952355,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_Tre_N0016_06_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/991952355.mp3
14804,779846645,http://www.tierstimmenarchiv.de/recordings/Aratinga_solstitialis_V2099_22_short.mp3,Aratinga solstitialis,Aratinga,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Aratinga/Aratinga_solstitialis/779846645.mp3
577,1249269384,http://www.tierstimmenarchiv.de/recordings/Saxicola_rubetra_Bru_DAT0027_03_short.mp3,Saxicola rubetra,Saxicola,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Saxicola/Saxicola_rubetra/1249269384.mp3
14741,779846740,http://www.tierstimmenarchiv.de/recordings/Asio_otus_PF00513_short.mp3,Asio otus,Asio,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Asio/Asio_otus/779846740.mp3
2400,1228009803,http://www.tierstimmenarchiv.de/recordings/Cacatua_alba_Lue0056_01_short.mp3,Cacatua alba,Cacatua,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Cacatua/Cacatua_alba/1228009803.mp3
13516,779849858,http://www.tierstimmenarchiv.de/recordings/Charmosyna_papou_V2067_56_short.mp3,Charmosyna papou,Charmosyna,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Charmosyna/Charmosyna_papou/779849858.mp3
4559,1052804063,http://www.tierstimmenarchiv.de/recordings/Chloris_chloris_Tre_N0046_14_short.mp3,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/1052804063.mp3
12187,779853594,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_V2104_12_Spur2_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/779853594.mp3
1107,1230246790,http://www.tierstimmenarchiv.de/recordings/Philemon_buceroides_Lue0081_02_short.mp3,Philemon buceroides,Philemon,Meliphagidae,Aves,Chordata,Chordata/Aves/Meliphagidae/Philemon/Philemon_buceroides/1230246790.mp3
6839,779866425,http://www.tierstimmenarchiv.de/recordings/Stethophyma_grossum_V2061_15_short.mp3,Stethophyma grossum,Stethophyma,Acrididae,Insecta,Arthropoda,Arthropoda/Insecta/Acrididae/Stethophyma/Stethophyma_grossum/779866425.mp3
11838,779853950,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0054_09_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853950.mp3
13355,779850152,http://www.tierstimmenarchiv.de/recordings/Carduelis_chloris_V2101_17_short.mp3,Chloris chloris,Chloris,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Chloris/Chloris_chloris/779850152.mp3
2773,1143515164,http://www.tierstimmenarchiv.de/recordings/Parus_major_Kr0079_06_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/1143515164.mp3
7128,779865275,http://www.tierstimmenarchiv.de/recordings/Ramphastos_sulfuratus_V1662_19_short.mp3,Ramphastos sulfuratus,Ramphastos,Ramphastidae,Aves,Chordata,Chordata/Aves/Ramphastidae/Ramphastos/Ramphastos_sulfuratus/779865275.mp3
11881,779853907,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0003_05_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853907.mp3
11660,779854281,http://www.tierstimmenarchiv.de/recordings/Equus_grevyi_S0282_01_short.mp3,Equus grevyi,Equus,Equidae,Mammalia,Chordata,Chordata/Mammalia/Equidae/Equus/Equus_grevyi/779854281.mp3
8883,779861317,http://www.tierstimmenarchiv.de/recordings/Panthera_onca_S1189_03_short.mp3,Panthera onca,Panthera,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Panthera/Panthera_onca/779861317.mp3
10421,779857159,http://www.tierstimmenarchiv.de/recordings/Gymnorhina_tibicen_V2047_13_short.mp3,Gymnorhina tibicen,Gymnorhina,Cracticidae,Aves,Chordata,Chordata/Aves/Cracticidae/Gymnorhina/Gymnorhina_tibicen/779857159.mp3
9367,779860024,http://www.tierstimmenarchiv.de/recordings/Muntiacus_reevesi_S1254_03_short.mp3,Muntiacus reevesi,Muntiacus,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Muntiacus/Muntiacus_reevesi/779860024.mp3
429,1249269532,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_Bru_DAT0017_127_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/1249269532.mp3
12036,779853746,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0143_08_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853746.mp3
11007,779855655,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_V1404_26_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855655.mp3
16149,779844328,http://www.tierstimmenarchiv.de/recordings/Acinonyx_jubatus_V1950_08_short.mp3,Acinonyx jubatus,Acinonyx,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Acinonyx/Acinonyx_jubatus/779844328.mp3
3742,1052813699,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Tre_N0124_04_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/1052813699.mp3
6424,779867487,http://www.tierstimmenarchiv.de/recordings/Tachyeres_pteneres_V2110_25_short.mp3,Tachyeres pteneres,Tachyeres,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Tachyeres/Tachyeres_pteneres/779867487.mp3
13343,779850178,http://www.tierstimmenarchiv.de/recordings/Chloropsis_hardwickei_V2107_15_short.mp3,Chloropsis hardwickii,Chloropsis,Chloropseidae,Aves,Chordata,Chordata/Aves/Chloropseidae/Chloropsis/Chloropsis_hardwickii/779850178.mp3
15094,779846261,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_Co0125_02_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846261.mp3
13101,779851085,http://www.tierstimmenarchiv.de/recordings/Coccothraustes_coccothraustes_PF03679_short.mp3,Coccothraustes coccothraustes,Coccothraustes,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Coccothraustes/Coccothraustes_coccothraustes/779851085.mp3
6473,779867397,http://www.tierstimmenarchiv.de/recordings/Sylvia_nisoria_DIG0149_05_short.mp3,Sylvia nisoria,Sylvia,Sylviidae,Aves,Chordata,Chordata/Aves/Sylviidae/Sylvia/Sylvia_nisoria/779867397.mp3
10857,779856103,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_V2162_05_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779856103.mp3
11175,779855466,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_Co0054_03_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855466.mp3
5917,779868927,http://www.tierstimmenarchiv.de/recordings/Turdus_philomelos_AuMC0183_17_short.mp3,Turdus philomelos,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_philomelos/779868927.mp3
6394,779867653,http://www.tierstimmenarchiv.de/recordings/Tamiasciurus_hudsonicus_V1850_07_short.mp3,Tamiasciurus hudsonicus,Tamiasciurus,Sciuridae,Mammalia,Chordata,Chordata/Mammalia/Sciuridae/Tamiasciurus/Tamiasciurus_hudsonicus/779867653.mp3
7830,779863899,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_trochilus_DIG0062_19_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863899.mp3
7941,779863665,http://www.tierstimmenarchiv.de/recordings/Fa_N0626_Phylloscopus_t_trochilus_sylvestris_015_short.mp3,Phylloscopus trochilus,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_trochilus/779863665.mp3
13869,779849178,http://www.tierstimmenarchiv.de/recordings/Carduelis_spinus_PF00784_short.mp3,Spinus spinus,Spinus,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Spinus/Spinus_spinus/779849178.mp3
